Flight_Distance,Dep_Arr_Time_Convenient,Departure_Delay_Minutes,Arrival_Delay_Minutes,Overall_Satisfaction
1831,2,12,12,neutral or dissatisfied
405,2,0,0,neutral or dissatisfied
1428,2,0,6,neutral or dissatisfied
1197,0,0,0,satisfied
1598,4,0,0,satisfied
2020,5,0,0,satisfied
122,1,91,103,satisfied
1224,5,0,0,satisfied
2446,5,0,0,neutral or dissatisfied
547,1,0,0,neutral or dissatisfied
509,4,0,0,neutral or dissatisfied
3114,4,1,0,satisfied
867,3,0,0,satisfied
1744,3,74,70,neutral or dissatisfied
140,2,0,0,satisfied
3453,5,205,193,neutral or dissatisfied
460,3,0,0,neutral or dissatisfied
386,3,4,3,neutral or dissatisfied
989,4,92,76,satisfied
1299,4,32,30,satisfied
991,4,0,0,satisfied
2174,3,0,0,satisfied
918,3,0,0,neutral or dissatisfied
223,3,23,25,neutral or dissatisfied
1598,1,30,20,satisfied
1189,5,0,0,neutral or dissatisfied
3360,5,0,0,satisfied
368,4,19,12,neutral or dissatisfied
820,1,3,7,neutral or dissatisfied
1437,1,0,0,satisfied
2987,3,0,0,satisfied
554,1,133,125,satisfied
374,4,0,0,satisfied
844,3,0,0,satisfied
762,1,200,218,neutral or dissatisfied
813,3,0,0,satisfied
671,3,21,14,satisfied
802,4,0,0,satisfied
621,5,10,11,neutral or dissatisfied
1990,2,0,0,satisfied
214,2,8,0,neutral or dissatisfied
1005,3,5,0,neutral or dissatisfied
265,4,70,107,neutral or dissatisfied
404,3,0,0,neutral or dissatisfied
226,4,102,100,neutral or dissatisfied
2765,1,15,11,neutral or dissatisfied
640,3,9,8,neutral or dissatisfied
712,3,0,0,neutral or dissatisfied
3500,1,0,0,neutral or dissatisfied
399,5,0,0,neutral or dissatisfied
532,4,7,12,neutral or dissatisfied
674,2,54,58,satisfied
2578,4,0,0,satisfied
2537,1,0,0,satisfied
468,5,9,4,neutral or dissatisfied
390,0,26,22,neutral or dissatisfied
325,5,0,0,neutral or dissatisfied
431,3,0,0,neutral or dissatisfied
163,5,0,0,neutral or dissatisfied
1546,4,2,0,satisfied
1075,5,0,0,neutral or dissatisfied
1947,4,0,6,neutral or dissatisfied
1011,5,1,0,neutral or dissatisfied
2531,2,19,32,satisfied
3988,1,9,31,satisfied
1464,2,0,32,satisfied
936,3,0,0,satisfied
405,1,241,246,neutral or dissatisfied
3718,5,0,0,neutral or dissatisfied
532,4,0,0,neutral or dissatisfied
407,4,13,16,neutral or dissatisfied
3156,1,0,0,satisfied
693,3,144,133,neutral or dissatisfied
594,2,0,4,satisfied
447,4,62,51,neutral or dissatisfied
251,5,0,0,satisfied
642,5,0,0,satisfied
2288,1,84,64,neutral or dissatisfied
305,5,30,48,neutral or dissatisfied
374,3,0,0,neutral or dissatisfied
1514,3,0,0,neutral or dissatisfied
762,2,2,0,neutral or dissatisfied
1471,1,0,0,satisfied
2626,5,11,0,satisfied
888,3,0,7,neutral or dissatisfied
1045,3,0,0,neutral or dissatisfied
862,1,38,32,neutral or dissatisfied
1303,1,0,0,satisfied
692,5,4,9,satisfied
1444,2,5,0,satisfied
458,2,0,0,neutral or dissatisfied
984,2,4,0,neutral or dissatisfied
501,0,0,0,satisfied
1428,4,20,18,neutral or dissatisfied
2454,4,1,0,neutral or dissatisfied
1055,5,0,0,neutral or dissatisfied
983,4,0,0,satisfied
646,4,76,67,neutral or dissatisfied
508,0,0,0,neutral or dissatisfied
696,2,0,0,neutral or dissatisfied
268,3,60,81,neutral or dissatisfied
692,5,16,12,satisfied
762,3,0,0,neutral or dissatisfied
328,0,0,0,neutral or dissatisfied
2451,1,0,0,neutral or dissatisfied
204,1,35,24,neutral or dissatisfied
583,5,0,0,satisfied
2248,4,9,40,satisfied
3330,1,0,0,satisfied
315,5,0,21,neutral or dissatisfied
354,0,3,0,neutral or dissatisfied
192,2,0,0,satisfied
1013,2,0,4,neutral or dissatisfied
1042,5,54,53,neutral or dissatisfied
3691,4,0,0,neutral or dissatisfied
2046,4,1,0,satisfied
77,5,0,0,neutral or dissatisfied
693,1,0,22,neutral or dissatisfied
139,3,47,45,neutral or dissatisfied
1933,2,0,0,satisfied
1471,2,21,13,satisfied
1334,5,0,0,neutral or dissatisfied
3898,2,68,42,satisfied
1258,5,0,0,neutral or dissatisfied
247,3,0,2,satisfied
650,5,0,0,neutral or dissatisfied
528,1,0,0,satisfied
3904,5,0,0,satisfied
337,2,0,3,neutral or dissatisfied
2565,5,0,0,satisfied
524,4,10,6,neutral or dissatisfied
562,3,0,0,satisfied
361,4,0,0,neutral or dissatisfied
2556,2,0,0,neutral or dissatisfied
594,4,128,233,neutral or dissatisfied
954,5,0,0,neutral or dissatisfied
1340,2,61,47,satisfied
153,4,10,3,neutral or dissatisfied
1746,1,0,0,satisfied
110,5,0,0,satisfied
543,1,73,60,satisfied
2060,5,0,0,satisfied
1754,1,4,0,neutral or dissatisfied
653,1,25,13,neutral or dissatisfied
110,5,0,0,satisfied
2492,2,11,19,neutral or dissatisfied
258,3,10,4,neutral or dissatisfied
621,4,32,23,neutral or dissatisfied
393,4,0,9,satisfied
936,3,0,14,satisfied
2454,4,7,22,neutral or dissatisfied
325,3,6,0,neutral or dissatisfied
696,4,2,0,neutral or dissatisfied
1489,2,0,0,satisfied
566,5,36,15,satisfied
1999,5,5,0,satisfied
642,0,0,0,satisfied
337,3,0,0,neutral or dissatisfied
1440,5,0,0,neutral or dissatisfied
148,2,7,12,neutral or dissatisfied
748,4,0,0,satisfied
1089,2,4,1,satisfied
936,5,56,40,neutral or dissatisfied
489,1,0,0,satisfied
719,2,0,0,neutral or dissatisfied
187,1,83,82,neutral or dissatisfied
2253,2,51,47,satisfied
852,5,38,35,neutral or dissatisfied
300,4,15,10,neutral or dissatisfied
315,1,0,0,neutral or dissatisfied
1670,5,0,0,neutral or dissatisfied
837,2,40,63,neutral or dissatisfied
2299,5,0,0,satisfied
979,2,0,0,satisfied
1235,2,5,12,neutral or dissatisfied
3055,2,0,0,satisfied
780,4,0,0,neutral or dissatisfied
630,4,11,12,neutral or dissatisfied
448,4,0,0,neutral or dissatisfied
239,0,18,15,satisfied
612,3,18,8,neutral or dissatisfied
883,2,1,0,neutral or dissatisfied
175,2,0,0,satisfied
2645,1,72,113,satisfied
2454,4,22,25,satisfied
1052,5,0,0,neutral or dissatisfied
416,4,0,0,satisfied
581,4,0,0,neutral or dissatisfied
1199,4,72,78,neutral or dissatisfied
589,5,0,0,neutral or dissatisfied
337,1,64,57,neutral or dissatisfied
2349,4,0,0,satisfied
770,1,12,0,neutral or dissatisfied
2593,4,5,28,satisfied
666,5,0,0,satisfied
919,5,0,0,satisfied
446,2,0,0,neutral or dissatisfied
270,0,45,43,neutral or dissatisfied
337,2,15,4,neutral or dissatisfied
254,5,0,0,neutral or dissatisfied
222,3,0,0,satisfied
867,5,187,202,neutral or dissatisfied
925,2,0,0,satisfied
992,5,0,31,neutral or dissatisfied
223,0,0,12,satisfied
978,4,0,0,neutral or dissatisfied
2075,2,17,14,neutral or dissatisfied
490,2,0,3,neutral or dissatisfied
3437,2,0,1,satisfied
758,5,0,0,satisfied
1089,4,0,17,neutral or dissatisfied
302,4,47,32,satisfied
414,4,16,10,satisfied
187,4,0,0,satisfied
2565,4,0,0,satisfied
2488,5,0,0,satisfied
2475,3,0,0,neutral or dissatisfied
277,2,44,43,neutral or dissatisfied
813,5,0,0,satisfied
632,5,24,19,satisfied
463,4,0,0,neutral or dissatisfied
2454,3,0,0,satisfied
1069,3,0,0,neutral or dissatisfied
363,2,0,0,neutral or dissatisfied
838,1,0,0,satisfied
214,1,0,55,satisfied
1121,5,0,0,neutral or dissatisfied
950,4,0,0,neutral or dissatisfied
737,5,1,7,neutral or dissatisfied
187,5,0,0,satisfied
761,2,0,0,neutral or dissatisfied
954,2,0,0,satisfied
366,5,0,0,satisfied
2995,3,38,26,neutral or dissatisfied
1158,2,0,0,satisfied
296,0,0,34,satisfied
507,5,0,0,neutral or dissatisfied
990,4,243,244,neutral or dissatisfied
222,3,0,15,satisfied
1956,5,1,0,neutral or dissatisfied
772,1,6,0,neutral or dissatisfied
2814,1,11,0,satisfied
1171,5,0,0,neutral or dissatisfied
1778,4,0,0,satisfied
726,5,0,0,neutral or dissatisfied
2935,1,0,0,satisfied
447,0,4,0,neutral or dissatisfied
813,4,0,0,neutral or dissatisfied
157,0,0,0,neutral or dissatisfied
1587,4,0,0,neutral or dissatisfied
857,4,10,40,neutral or dissatisfied
1585,1,21,2,neutral or dissatisfied
2586,0,0,7,neutral or dissatisfied
990,4,10,24,satisfied
537,5,0,0,satisfied
3078,1,0,0,satisfied
944,3,4,0,satisfied
3784,3,0,0,neutral or dissatisfied
2936,3,0,0,satisfied
615,2,0,0,satisfied
455,2,28,31,neutral or dissatisfied
1134,4,12,12,neutral or dissatisfied
447,3,0,0,satisfied
496,5,0,0,satisfied
181,0,0,0,neutral or dissatisfied
2215,2,0,0,satisfied
853,0,125,121,neutral or dissatisfied
1721,5,0,0,neutral or dissatisfied
1587,1,0,0,satisfied
1823,4,181,179,neutral or dissatisfied
469,2,1,0,neutral or dissatisfied
1997,4,0,0,satisfied
391,5,0,0,neutral or dissatisfied
2462,4,0,0,satisfied
2907,1,12,17,satisfied
1886,1,0,0,satisfied
3021,1,3,4,satisfied
1005,5,3,0,neutral or dissatisfied
986,2,214,210,neutral or dissatisfied
305,2,0,0,satisfied
423,0,66,110,satisfied
641,5,0,0,neutral or dissatisfied
1481,3,0,0,satisfied
601,4,0,0,satisfied
2462,3,8,20,satisfied
446,5,10,0,satisfied
590,5,16,0,neutral or dissatisfied
2422,1,10,54,neutral or dissatisfied
255,3,0,0,neutral or dissatisfied
666,4,0,0,neutral or dissatisfied
1407,5,28,26,neutral or dissatisfied
2012,2,0,0,satisfied
3147,2,66,70,neutral or dissatisfied
3718,3,0,0,satisfied
1426,1,0,0,satisfied
872,2,82,96,neutral or dissatisfied
3033,3,0,0,satisfied
546,1,20,13,neutral or dissatisfied
2586,0,0,0,neutral or dissatisfied
150,2,0,0,neutral or dissatisfied
3282,1,3,0,satisfied
2562,5,0,0,satisfied
319,0,0,0,satisfied
2862,1,4,0,neutral or dissatisfied
1068,1,0,0,satisfied
1663,1,121,103,satisfied
1171,1,0,0,satisfied
1754,3,6,30,neutral or dissatisfied
417,5,0,5,satisfied
3650,4,69,103,neutral or dissatisfied
1592,2,0,0,satisfied
1390,4,8,17,neutral or dissatisfied
3365,4,13,0,neutral or dissatisfied
1009,3,0,0,neutral or dissatisfied
1916,2,14,0,neutral or dissatisfied
1197,4,0,0,neutral or dissatisfied
2764,1,3,2,satisfied
123,4,7,8,satisfied
461,2,128,148,neutral or dissatisfied
402,3,0,0,neutral or dissatisfied
192,5,29,48,neutral or dissatisfied
551,1,0,0,neutral or dissatisfied
728,1,0,12,neutral or dissatisfied
588,3,0,0,neutral or dissatisfied
1593,4,32,11,satisfied
372,1,0,0,neutral or dissatisfied
451,5,0,0,satisfied
1136,4,0,0,satisfied
1844,3,64,50,satisfied
2588,1,0,0,satisfied
3363,2,43,31,neutral or dissatisfied
990,2,141,129,neutral or dissatisfied
3201,3,0,0,neutral or dissatisfied
2660,2,15,13,neutral or dissatisfied
386,2,37,29,neutral or dissatisfied
214,3,12,3,neutral or dissatisfied
264,1,0,0,neutral or dissatisfied
516,3,10,0,satisfied
722,5,0,0,satisfied
160,5,2,0,satisfied
641,2,34,18,neutral or dissatisfied
1250,4,0,0,satisfied
224,4,0,2,neutral or dissatisfied
402,4,0,0,neutral or dissatisfied
2964,5,35,29,satisfied
196,5,6,11,satisfied
309,4,6,4,neutral or dissatisfied
248,5,9,3,satisfied
405,4,21,25,satisfied
1192,4,0,0,satisfied
89,3,0,13,neutral or dissatisfied
645,1,0,0,satisfied
569,5,332,311,satisfied
259,3,0,0,neutral or dissatisfied
2762,4,0,0,neutral or dissatisfied
268,1,24,0,satisfied
1092,5,3,0,neutral or dissatisfied
319,3,0,0,satisfied
361,1,0,12,neutral or dissatisfied
408,4,10,1,satisfied
1192,4,11,18,neutral or dissatisfied
2760,4,3,0,satisfied
1005,5,0,0,satisfied
818,3,14,21,neutral or dissatisfied
429,5,3,8,neutral or dissatisfied
84,3,60,49,neutral or dissatisfied
1372,5,0,6,neutral or dissatisfied
271,4,0,0,neutral or dissatisfied
1562,4,0,0,satisfied
950,5,0,13,satisfied
2784,2,0,0,neutral or dissatisfied
135,0,51,132,neutral or dissatisfied
3022,4,0,0,neutral or dissatisfied
240,3,0,17,neutral or dissatisfied
848,4,25,2,neutral or dissatisfied
1608,4,0,0,satisfied
285,4,0,0,satisfied
401,1,0,2,satisfied
761,2,0,0,neutral or dissatisfied
2735,5,0,0,satisfied
435,5,0,0,satisfied
2401,5,41,33,satisfied
2306,5,0,0,satisfied
980,5,0,4,neutral or dissatisfied
920,4,2,0,neutral or dissatisfied
306,0,19,1,neutral or dissatisfied
193,4,39,21,neutral or dissatisfied
921,3,0,0,neutral or dissatisfied
3293,5,0,13,satisfied
420,5,0,42,neutral or dissatisfied
931,5,0,5,neutral or dissatisfied
304,5,74,66,neutral or dissatisfied
2342,4,28,16,neutral or dissatisfied
370,1,0,3,neutral or dissatisfied
301,5,0,0,neutral or dissatisfied
222,0,0,19,satisfied
872,1,0,0,neutral or dissatisfied
551,2,0,0,satisfied
1208,2,0,0,satisfied
349,3,0,0,neutral or dissatisfied
358,2,0,4,neutral or dissatisfied
528,5,83,75,neutral or dissatisfied
3758,1,29,20,satisfied
406,1,0,0,neutral or dissatisfied
272,0,0,0,satisfied
631,3,0,0,neutral or dissatisfied
373,2,3,8,neutral or dissatisfied
936,4,0,0,neutral or dissatisfied
2441,1,0,0,satisfied
237,0,0,0,satisfied
134,0,66,67,satisfied
1112,2,0,1,neutral or dissatisfied
966,4,0,0,neutral or dissatisfied
3393,4,3,1,satisfied
2036,5,26,3,neutral or dissatisfied
319,2,11,5,neutral or dissatisfied
109,3,0,0,satisfied
299,4,0,0,neutral or dissatisfied
3621,5,55,40,neutral or dissatisfied
370,4,0,2,neutral or dissatisfied
1126,2,0,0,neutral or dissatisfied
1005,4,0,0,satisfied
1389,1,0,0,neutral or dissatisfied
1102,3,0,0,satisfied
1660,1,0,4,neutral or dissatisfied
909,3,0,0,neutral or dissatisfied
1188,1,0,0,neutral or dissatisfied
561,2,0,0,neutral or dissatisfied
1721,4,53,55,neutral or dissatisfied
2153,2,2,0,satisfied
1342,2,22,12,neutral or dissatisfied
315,5,0,0,satisfied
164,4,0,0,neutral or dissatisfied
173,4,61,62,neutral or dissatisfied
3805,5,0,0,satisfied
985,5,0,0,neutral or dissatisfied
528,1,39,35,neutral or dissatisfied
1846,5,0,0,neutral or dissatisfied
2639,4,0,0,satisfied
679,3,0,0,neutral or dissatisfied
645,3,111,100,neutral or dissatisfied
1188,1,3,0,satisfied
1107,3,88,71,neutral or dissatisfied
566,3,0,0,satisfied
458,2,35,18,neutral or dissatisfied
862,4,0,0,neutral or dissatisfied
468,5,6,13,neutral or dissatisfied
679,4,54,43,neutral or dissatisfied
2844,2,120,128,satisfied
517,3,0,0,satisfied
835,4,48,51,neutral or dissatisfied
3086,5,40,0,satisfied
214,5,0,0,satisfied
2543,5,0,0,satisfied
569,2,0,0,neutral or dissatisfied
554,4,0,0,neutral or dissatisfied
2172,4,0,9,neutral or dissatisfied
3899,2,9,3,satisfied
369,1,22,14,neutral or dissatisfied
683,4,31,34,neutral or dissatisfied
436,5,35,30,satisfied
1211,5,0,0,satisfied
2138,3,10,4,satisfied
432,2,0,0,neutral or dissatisfied
403,4,136,155,neutral or dissatisfied
630,4,0,0,neutral or dissatisfied
441,1,1,0,neutral or dissatisfied
544,1,0,0,satisfied
135,0,2,0,neutral or dissatisfied
421,3,3,17,neutral or dissatisfied
697,1,0,9,neutral or dissatisfied
737,4,0,0,neutral or dissatisfied
95,0,0,0,satisfied
181,1,0,0,neutral or dissatisfied
1132,1,0,0,satisfied
266,4,153,143,neutral or dissatisfied
907,1,0,0,neutral or dissatisfied
255,2,0,0,satisfied
160,4,0,0,neutral or dissatisfied
1747,0,0,0,neutral or dissatisfied
507,3,0,0,neutral or dissatisfied
1086,3,106,106,neutral or dissatisfied
4963,1,23,0,satisfied
501,3,18,45,satisfied
546,3,0,0,neutral or dissatisfied
517,5,0,0,satisfied
325,5,0,0,neutral or dissatisfied
301,1,0,0,satisfied
647,1,6,6,neutral or dissatisfied
1166,2,19,12,satisfied
224,3,13,32,neutral or dissatisfied
3332,2,0,3,satisfied
515,4,1,0,satisfied
481,1,2,29,neutral or dissatisfied
944,5,0,14,neutral or dissatisfied
1262,5,0,0,neutral or dissatisfied
277,3,0,8,satisfied
785,4,0,35,neutral or dissatisfied
1235,3,0,0,neutral or dissatisfied
579,5,0,0,satisfied
414,3,12,23,neutral or dissatisfied
438,5,32,34,neutral or dissatisfied
164,3,0,0,satisfied
2218,5,0,0,neutral or dissatisfied
1947,4,0,0,neutral or dissatisfied
488,3,12,4,satisfied
2043,0,1,0,satisfied
602,4,53,40,satisfied
1056,3,0,22,neutral or dissatisfied
932,4,0,0,satisfied
250,4,0,9,neutral or dissatisfied
175,2,0,0,neutral or dissatisfied
2007,3,25,20,satisfied
296,5,16,14,neutral or dissatisfied
326,4,0,0,neutral or dissatisfied
342,4,0,0,satisfied
261,0,0,0,satisfied
230,5,0,9,neutral or dissatisfied
1092,3,0,0,satisfied
1585,3,8,2,satisfied
541,3,0,0,neutral or dissatisfied
936,5,0,0,neutral or dissatisfied
1826,4,0,2,neutral or dissatisfied
2586,1,12,0,satisfied
280,4,0,0,satisfied
2440,0,0,0,satisfied
214,3,4,23,satisfied
2453,5,0,0,satisfied
834,4,0,0,neutral or dissatisfied
622,4,0,0,neutral or dissatisfied
200,4,0,0,satisfied
2060,2,0,0,satisfied
1389,1,0,0,satisfied
551,3,31,28,neutral or dissatisfied
562,4,3,4,neutral or dissatisfied
1133,3,151,162,neutral or dissatisfied
2465,5,0,11,satisfied
921,4,0,0,neutral or dissatisfied
1532,3,0,0,satisfied
2519,4,0,0,neutral or dissatisfied
322,3,9,11,neutral or dissatisfied
2962,2,0,5,satisfied
1739,4,4,0,neutral or dissatisfied
1788,5,0,6,neutral or dissatisfied
475,4,44,33,satisfied
468,3,7,15,neutral or dissatisfied
479,1,3,0,neutral or dissatisfied
1083,1,73,58,satisfied
447,2,0,1,satisfied
331,2,295,288,neutral or dissatisfied
331,2,1,0,neutral or dissatisfied
2329,4,0,12,neutral or dissatisfied
1978,2,11,16,satisfied
2562,3,0,0,satisfied
387,4,0,0,neutral or dissatisfied
197,5,6,12,neutral or dissatisfied
2248,4,0,0,neutral or dissatisfied
491,2,20,19,neutral or dissatisfied
912,0,0,0,satisfied
805,5,0,0,neutral or dissatisfied
919,3,21,11,neutral or dissatisfied
1744,3,0,0,neutral or dissatisfied
395,5,0,0,neutral or dissatisfied
631,4,0,0,neutral or dissatisfied
150,0,0,0,neutral or dissatisfied
158,4,0,0,satisfied
134,5,0,0,neutral or dissatisfied
175,2,5,9,neutral or dissatisfied
1969,4,0,0,neutral or dissatisfied
342,5,78,77,neutral or dissatisfied
3292,2,0,0,satisfied
109,5,2,9,neutral or dissatisfied
868,3,114,104,neutral or dissatisfied
2911,5,0,0,satisfied
3840,3,0,0,satisfied
436,2,91,102,neutral or dissatisfied
1504,3,0,0,neutral or dissatisfied
384,0,0,0,neutral or dissatisfied
1989,2,0,0,satisfied
3387,5,0,0,satisfied
1840,5,0,5,satisfied
1050,4,0,0,neutral or dissatisfied
226,5,1,0,neutral or dissatisfied
472,1,0,0,satisfied
2342,3,0,0,neutral or dissatisfied
577,0,0,0,satisfied
334,4,11,7,neutral or dissatisfied
126,3,3,1,satisfied
3714,1,30,38,satisfied
1216,2,0,7,neutral or dissatisfied
423,5,14,11,neutral or dissatisfied
101,4,0,0,neutral or dissatisfied
239,5,53,43,neutral or dissatisfied
1107,2,0,15,neutral or dissatisfied
606,5,0,45,neutral or dissatisfied
696,3,0,13,neutral or dissatisfied
998,1,0,3,neutral or dissatisfied
403,5,12,1,neutral or dissatisfied
1042,3,93,78,neutral or dissatisfied
1954,3,0,0,satisfied
1670,4,0,0,neutral or dissatisfied
1357,5,0,0,satisfied
689,4,0,0,neutral or dissatisfied
603,1,0,0,satisfied
2473,4,0,4,satisfied
337,4,34,27,neutral or dissatisfied
2848,0,6,27,satisfied
1576,4,5,37,satisfied
678,4,0,0,neutral or dissatisfied
184,3,0,0,neutral or dissatisfied
585,4,0,0,satisfied
3097,2,0,0,satisfied
2334,3,69,72,satisfied
2704,4,0,0,satisfied
214,4,0,0,satisfied
622,1,0,0,neutral or dissatisfied
2133,5,0,0,neutral or dissatisfied
1535,3,0,0,neutral or dissatisfied
938,3,4,11,neutral or dissatisfied
2157,2,0,0,satisfied
2248,5,0,13,neutral or dissatisfied
786,3,0,0,neutral or dissatisfied
883,5,32,32,satisfied
1009,5,0,13,neutral or dissatisfied
735,5,10,17,neutral or dissatisfied
802,3,1,74,satisfied
3541,3,0,0,satisfied
835,4,0,0,satisfied
936,3,0,0,neutral or dissatisfied
438,5,0,0,neutral or dissatisfied
731,4,14,5,neutral or dissatisfied
1009,4,3,28,neutral or dissatisfied
1540,5,0,0,satisfied
163,5,0,0,neutral or dissatisfied
2331,4,0,14,neutral or dissatisfied
3484,4,0,0,satisfied
403,5,0,0,satisfied
214,5,0,0,satisfied
197,5,0,0,neutral or dissatisfied
598,4,45,48,neutral or dissatisfied
2370,1,0,12,satisfied
3446,4,0,0,neutral or dissatisfied
491,3,0,0,neutral or dissatisfied
814,0,0,0,neutral or dissatisfied
2556,3,87,79,satisfied
227,0,0,0,satisfied
2478,5,0,0,satisfied
1340,4,0,0,satisfied
293,4,0,0,satisfied
989,2,0,0,satisfied
588,3,0,0,satisfied
680,2,10,7,satisfied
3904,4,0,0,satisfied
2202,5,0,0,satisfied
143,1,0,0,satisfied
501,5,0,5,neutral or dissatisfied
296,4,0,4,neutral or dissatisfied
3711,5,0,0,neutral or dissatisfied
541,5,0,0,neutral or dissatisfied
541,0,0,2,neutral or dissatisfied
349,1,0,0,neutral or dissatisfied
2454,4,1,17,neutral or dissatisfied
1715,1,1,0,satisfied
1372,2,0,0,satisfied
679,2,0,0,neutral or dissatisfied
2399,3,0,8,satisfied
1119,1,0,0,neutral or dissatisfied
580,3,0,0,neutral or dissatisfied
674,4,59,45,neutral or dissatisfied
3857,1,0,5,satisfied
373,2,49,36,neutral or dissatisfied
3542,1,0,0,neutral or dissatisfied
2614,1,37,27,neutral or dissatisfied
261,1,0,0,neutral or dissatisfied
397,1,0,0,satisfied
366,5,0,0,satisfied
228,4,0,0,satisfied
2334,3,0,0,satisfied
1947,3,18,14,neutral or dissatisfied
1023,1,0,0,satisfied
1749,1,0,0,neutral or dissatisfied
795,3,5,0,satisfied
3542,3,90,169,satisfied
581,5,13,0,satisfied
997,2,21,31,satisfied
3083,2,12,1,neutral or dissatisfied
373,5,18,28,satisfied
895,4,7,10,satisfied
773,5,0,0,neutral or dissatisfied
190,4,0,0,neutral or dissatisfied
2174,1,9,0,satisfied
1891,3,29,25,satisfied
1953,3,0,0,neutral or dissatisfied
728,2,6,6,satisfied
163,4,0,0,neutral or dissatisfied
414,4,0,0,satisfied
2387,5,0,0,neutral or dissatisfied
364,2,0,0,neutral or dissatisfied
283,5,2,4,neutral or dissatisfied
335,2,0,0,neutral or dissatisfied
1984,1,0,3,satisfied
926,4,0,0,neutral or dissatisfied
516,1,0,6,satisfied
689,2,48,46,satisfied
337,1,6,4,satisfied
1195,4,4,28,satisfied
2497,2,0,0,neutral or dissatisfied
740,5,0,18,neutral or dissatisfied
2762,2,0,0,satisfied
1979,3,0,0,satisfied
3701,4,0,0,satisfied
529,5,0,0,neutral or dissatisfied
2748,2,83,79,neutral or dissatisfied
2291,2,70,64,neutral or dissatisfied
997,5,0,0,satisfied
228,2,0,0,satisfied
925,5,4,14,neutral or dissatisfied
3855,1,0,0,satisfied
1658,2,0,0,satisfied
192,5,0,0,neutral or dissatisfied
404,1,131,138,neutral or dissatisfied
3518,0,23,19,satisfied
2390,3,0,0,neutral or dissatisfied
1069,1,20,32,satisfied
1389,4,0,0,neutral or dissatisfied
1368,4,0,0,satisfied
414,4,0,0,neutral or dissatisfied
668,0,0,0,satisfied
